SERIALNO,SPORDER,PUMA,STATE,PWGTP,HISP,RAC1P
2019HU0200339,2,07514,6,7,1,6
2019HU0201510,1,07508,6,21,1,1
2019HU0201510,2,07508,6,20,1,1
2019HU0201510,3,07508,6,27,1,6
2019HU0201580,1,07514,6,21,1,1
2019HU0201580,2,07514,6,19,1,1
2019HU0201724,1,07510,6,5,1,9
2019HU0201724,2,07510,6,27,1,9
2019HU0201733,1,07510,6,20,1,9
2019HU0201733,2,07510,6,32,1,1
2019HU0201733,3,07510,6,33,1,1
2019HU0202606,1,07511,6,21,1,1
2019HU0202606,2,07511,6,21,1,1
2019HU0202723,1,07511,6,7,1,6
2019HU0202723,2,07511,6,6,1,1
2019HU0202723,3,07511,6,9,1,6
2019HU0202723,4,07511,6,6,1,1
2019HU0203262,1,07513,6,21,1,6
2019HU0203262,2,07513,6,21,1,6
2019HU0203262,3,07513,6,20,1,6
2019HU0203262,4,07513,6,21,1,6
2019HU0203985,1,07511,6,11,1,1
2019HU0203985,2,07511,6,13,1,1
2019HU0203985,3,07511,6,11,1,1
2019HU0204047,1,07509,6,38,1,1
2019HU0205123,1,07511,6,12,1,1
2019HU0205372,1,07509,6,20,1,1
2019HU0205906,1,07510,6,15,1,6
2019HU0205906,2,07510,6,13,1,1
2019HU0205906,3,07510,6,17,1,9
2019HU0205906,4,07510,6,15,1,9
2019HU0206801,1,07508,6,15,1,6
2019HU0206801,2,07508,6,14,1,6
2019HU0206801,3,07508,6,17,1,6
2019HU0206801,4,07508,6,17,1,6
2019HU0207395,1,07512,6,10,1,6
2019HU0207395,2,07512,6,11,1,6
2019HU0207774,1,07507,6,22,1,6
2019HU0207774,2,07507,6,19,1,6
2019HU0209270,1,07509,6,28,1,6
2019HU0209270,2,07509,6,37,1,6
2019HU0209270,3,07509,6,24,1,6
2019HU0210535,1,07514,6,32,1,2
2019HU0210535,2,07514,6,32,1,1
2019HU0210613,1,07511,6,20,1,6
2019HU0210613,2,07511,6,15,1,6
2019HU0210613,3,07511,6,19,1,6
2019HU0211096,1,07512,6,8,1,1
2019HU0211096,2,07512,6,10,1,1
2019HU0211096,3,07512,6,13,1,1
2019HU0212201,1,07507,6,14,2,1
2019HU0212243,1,07511,6,18,1,1
2019HU0212243,2,07511,6,20,1,1
2019HU0212856,1,07512,6,48,1,6
2019HU0213379,1,07508,6,22,1,1
2019HU0213379,2,07508,6,22,1,1
2019HU0213479,1,07508,6,19,1,1
2019HU0213573,1,07512,6,29,1,1
2019HU0213573,2,07512,6,32,1,1
2019HU0213573,3,07512,6,34,1,1
2019HU0213573,4,07512,6,22,1,1
2019HU0214888,1,07512,6,21,1,1
2019HU0214888,2,07512,6,22,1,1
2019HU0214909,1,07509,6,4,1,1
2019HU0214909,2,07509,6,4,1,1
2019HU0214909,3,07509,6,7,1,1
2019HU0215251,1,07509,6,25,1,6
2019HU0215251,2,07509,6,33,1,6
2019HU0215251,3,07509,6,40,1,6
2019HU0215251,4,07509,6,25,1,6
2019HU0215251,5,07509,6,25,1,6
2019HU0215251,6,07509,6,12,1,6
2019HU0215251,7,07509,6,25,1,6
2019HU0216116,1,07509,6,11,1,1
2019HU0216293,1,07507,6,15,8,8
2019HU0216293,2,07507,6,15,8,8
2019HU0216293,3,07507,6,9,8,8
2019HU0216293,4,07507,6,12,8,8
2019HU0216293,5,07507,6,23,8,8
2019HU0216293,6,07507,6,20,8,8
2019HU0216293,7,07507,6,24,8,8
2019HU0216293,8,07507,6,24,11,8
2019HU0216293,9,07507,6,23,8,8
2019HU0217348,1,07511,6,11,1,1
2019HU0217800,1,07508,6,12,1,1
2019HU0217800,2,07508,6,9,1,1
2019HU0218706,1,07509,6,6,1,1
2019HU0218706,2,07509,6,9,1,1
2019HU0218728,1,07511,6,12,1,6
2019HU0219376,1,07510,6,17,2,1
2019HU0219376,2,07510,6,24,2,1
2019HU0219429,1,07507,6,22,24,9
2019HU0219429,2,07507,6,17,24,9
2019HU0219429,3,07507,6,14,24,9
2019HU0219519,1,07509,6,15,1,1
2019HU0220488,1,07507,6,9,1,6
2019HU0220488,2,07507,6,7,1,6
2019HU0220488,3,07507,6,9,1,6
2019HU0220488,4,07507,6,10,1,6
2019HU0220538,1,07508,6,30,1,6
2019HU0220538,2,07508,6,24,1,6
2019HU0220538,3,07508,6,22,1,6
2019HU0220538,4,07508,6,35,1,6
2019HU0221106,1,07508,6,16,1,6
2019HU0221106,2,07508,6,23,1,6
2019HU0221452,1,07509,6,9,1,1
2019HU0221508,1,07512,6,22,1,6
2019HU0221508,2,07512,6,22,1,6
2019HU0221508,3,07512,6,20,1,6
2019HU0221747,1,07507,6,10,1,1
2019HU0221747,2,07507,6,25,2,8
2019HU0221747,3,07507,6,16,1,6
2019HU0221984,1,07512,6,13,1,1
2019HU0221984,2,07512,6,9,1,1
2019HU0221984,3,07512,6,21,2,1
2019HU0222030,1,07512,6,20,1,9
2019HU0222217,1,07510,6,18,1,2
2019HU0222393,1,07511,6,10,1,1
2019HU0223129,1,07511,6,19,1,1
2019HU0223369,1,07512,6,11,1,1
2019HU0223369,2,07512,6,7,24,9
2019HU0223369,3,07512,6,16,24,1
2019HU0223369,4,07512,6,13,1,1
2019HU0223424,1,07512,6,11,1,1
2019HU0223424,2,07512,6,11,1,1
2019HU0223617,1,07512,6,30,1,1
2019HU0223617,2,07512,6,35,1,1
2019HU0223617,3,07512,6,44,1,1
2019HU0225657,1,07512,6,12,1,1
2019HU0225657,2,07512,6,10,1,6
2019HU0225657,3,07512,6,11,1,9
2019HU0225657,4,07512,6,14,1,9
2019HU0226101,1,07513,6,24,1,6
2019HU0226101,2,07513,6,20,1,1
2019HU0226101,3,07513,6,10,1,1
2019HU0226101,4,07513,6,10,1,1
2019HU0226235,1,07509,6,9,1,1
2019HU0226235,2,07509,6,10,1,1
2019HU0226667,1,07509,6,17,1,1
2019HU0226957,1,07510,6,74,2,8
2019HU0226957,2,07510,6,70,2,8
2019HU0226957,3,07510,6,100,2,8
2019HU0226957,4,07510,6,100,2,8
2019HU0226957,5,07510,6,100,2,8
2019HU0226957,6,07510,6,127,2,8
2019HU0226995,1,07509,6,20,1,1
2019HU0226995,2,07509,6,26,1,1
2019HU0226995,3,07509,6,15,1,1
2019HU0226995,4,07509,6,16,1,1
2019HU0226995,5,07509,6,18,1,1
2019HU0226995,6,07509,6,25,1,1
2019HU0227112,1,07509,6,10,1,1
2019HU0227112,2,07509,6,9,1,1
2019HU0227364,1,07511,6,14,1,1
2019HU0227364,2,07511,6,13,3,1
2019HU0227364,3,07511,6,25,21,1
2019HU0228291,1,07511,6,17,1,2
2019HU0228482,1,07507,6,24,2,1
2019HU0228482,2,07507,6,16,1,6
2019HU0228482,3,07507,6,19,2,1
2019HU0228863,1,07507,6,8,1,6
2019HU0228863,2,07507,6,8,1,6
2019HU0228863,3,07507,6,9,1,6
2019HU0229343,1,07508,6,35,1,6
2019HU0229343,2,07508,6,22,1,6
2019HU0229343,3,07508,6,43,1,6
2019HU0229545,1,07511,6,19,1,1
2019HU0229762,1,07512,6,19,1,1
2019HU0230514,1,07509,6,6,2,1
2019HU0230529,1,07510,6,10,1,1
2019HU0232047,1,07510,6,22,9,8
2019HU0232047,2,07510,6,31,2,8
2019HU0232047,3,07510,6,25,2,8
2019HU0232362,1,07509,6,24,1,1
2019HU0232362,2,07509,6,27,1,1
2019HU0232538,1,07509,6,8,1,1
2019HU0232538,2,07509,6,10,1,1
2019HU0233403,1,07511,6,20,1,1
2019HU0233403,2,07511,6,18,1,1
2019HU0233403,3,07511,6,21,1,1
2019HU0233403,4,07511,6,21,1,1
2019HU0233516,1,07507,6,12,1,6
2019HU0233516,2,07507,6,17,1,6
2019HU0233516,3,07507,6,16,1,6
2019HU0233516,4,07507,6,19,1,6
2019HU0234473,1,07514,6,9,1,6
2019HU0234612,1,07510,6,57,1,6
2019HU0234978,1,07511,6,11,1,6
2019HU0234978,2,07511,6,11,1,6
2019HU0235174,1,07509,6,15,1,1
2019HU0235174,2,07509,6,20,1,1
2019HU0235174,3,07509,6,24,1,1
2019HU0235218,1,07508,6,11,1,1
2019HU0235863,1,07514,6,28,1,1
2019HU0235909,1,07511,6,21,1,1
2019HU0236211,1,07511,6,8,1,1
2019HU0236211,2,07511,6,12,13,1
2019HU0236338,1,07514,6,30,1,7
2019HU0236405,1,07509,6,19,1,6
2019HU0236467,1,07511,6,24,1,1
2019HU0236467,2,07511,6,19,1,6
2019HU0236467,3,07511,6,17,1,9
2019HU0236467,4,07511,6,16,1,9
2019HU0236843,1,07512,6,13,1,6
2019HU0236843,2,07512,6,12,1,6
2019HU0236957,1,07512,6,38,1,6
2019HU0236957,2,07512,6,38,1,6
2019HU0236957,3,07512,6,44,1,6
2019HU0236957,4,07512,6,44,1,6
2019HU0236957,5,07512,6,47,1,6
2019HU0236957,6,07512,6,51,1,6
2019HU0237257,1,07508,6,29,1,6
2019HU0237257,2,07508,6,22,1,6
2019HU0237257,3,07508,6,36,1,6
2019HU0237257,4,07508,6,30,1,6
2019HU0237494,1,07511,6,21,1,1
2019HU0237494,2,07511,6,28,1,6
2019HU0237494,3,07511,6,28,1,1
2019HU0237494,4,07511,6,21,1,1
2019HU0237751,1,07509,6,20,1,6
2019HU0237907,1,07509,6,35,13,1
2019HU0237907,2,07509,6,24,1,1
2019HU0237907,3,07509,6,10,1,1
2019HU0237907,4,07509,6,11,1,1
2019HU0238159,1,07512,6,23,1,9
2019HU0238429,1,07514,6,16,1,1
2019HU0239099,1,07510,6,41,1,1
2019HU0239099,2,07510,6,26,1,1
2019HU0239099,3,07510,6,21,1,1
2019HU0239099,4,07510,6,19,1,1
2019HU0239217,1,07508,6,15,1,1
2019HU0239217,2,07508,6,14,1,1
2019HU0239550,1,07508,6,13,1,1
2019HU0239550,2,07508,6,10,1,1
2019HU0239665,1,07512,6,27,1,1
2019HU0239665,2,07512,6,27,1,1
2019HU0239665,3,07512,6,25,1,1
2019HU0239665,4,07512,6,26,1,1
2019HU0239809,1,07511,6,20,1,9
2019HU0239809,2,07511,6,24,1,9
2019HU0240858,1,07509,6,7,1,1
2019HU0240858,2,07509,6,10,1,1
2019HU0240858,3,07509,6,7,1,1
2019HU0240858,4,07509,6,13,1,1
2019HU0241485,1,07511,6,22,2,5
2019HU0241485,2,07511,6,14,1,1
2019HU0241735,1,07511,6,12,1,1
2019HU0241735,2,07511,6,14,1,6
2019HU0241735,3,07511,6,13,1,9
2019HU0241735,4,07511,6,11,1,9
2019HU0242967,1,07509,6,21,1,1
2019HU0242967,2,07509,6,17,1,1
2019HU0242999,1,07512,6,15,2,1
2019HU0243184,1,07511,6,15,1,6
2019HU0243184,2,07511,6,17,1,6
2019HU0243203,1,07511,6,18,23,6
2019HU0243203,2,07511,6,15,1,1
2019HU0243328,1,07513,6,22,1,1
2019HU0243328,2,07513,6,22,1,1
2019HU0243342,1,07508,6,13,1,1
2019HU0243342,2,07508,6,14,1,1
2019HU0243342,3,07508,6,16,1,1
2019HU0243342,4,07508,6,16,1,1
2019HU0243816,1,07509,6,16,1,1
2019HU0243942,1,07513,6,24,1,1
2019HU0243942,2,07513,6,27,1,6
2019HU0245551,1,07509,6,8,1,1
2019HU0245551,2,07509,6,13,1,6
2019HU0245714,1,07508,6,14,1,1
2019HU0245714,2,07508,6,14,1,6
2019HU0245714,3,07508,6,18,1,9
2019HU0245714,4,07508,6,18,1,9
2019HU0245714,5,07508,6,18,1,9
2019HU0245725,1,07507,6,18,1,1
2019HU0245725,2,07507,6,18,1,1
2019HU0246009,1,07508,6,36,1,6
2019HU0246009,2,07508,6,52,1,6
2019HU0246255,1,07514,6,33,1,1
2019HU0246258,1,07509,6,14,1,1
2019HU0246258,2,07509,6,19,1,1
2019HU0246532,1,07513,6,7,1,1
2019HU0246532,2,07513,6,9,11,1
2019HU0247528,1,07511,6,12,1,1
2019HU0247528,2,07511,6,16,1,1
2019HU0248004,1,07510,6,16,1,6
2019HU0248004,2,07510,6,15,1,6
2019HU0248753,1,07508,6,9,1,1
2019HU0248860,1,07507,6,8,1,6
2019HU0248860,2,07507,6,9,1,6
2019HU0248860,3,07507,6,12,1,6
2019HU0248860,4,07507,6,13,1,6
2019HU0248860,5,07507,6,10,1,6
2019HU0249584,1,07511,6,8,1,1
2019HU0249584,2,07511,6,9,1,1
2019HU0250301,1,07508,6,30,1,1
2019HU0250396,1,07511,6,18,23,1
2019HU0250642,1,07508,6,13,1,1
2019HU0250642,2,07508,6,13,1,1
2019HU0250642,3,07508,6,13,1,1
2019HU0251057,1,07514,6,11,1,1
2019HU0251057,2,07514,6,15,1,6
2019HU0251198,1,07509,6,14,1,1
2019HU0251707,1,07510,6,30,1,2
2019HU0251876,1,07512,6,23,1,6
2019HU0251876,2,07512,6,23,1,6
2019HU0251876,3,07512,6,22,1,6
2019HU0251876,4,07512,6,21,1,6
2019HU0251969,1,07507,6,12,1,2
2019HU0251969,2,07507,6,12,2,8
2019HU0252204,1,07512,6,25,1,1
2019HU0252204,2,07512,6,21,1,6
2019HU0252204,3,07512,6,24,1,9
2019HU0252204,4,07512,6,24,1,9
2019HU0252250,1,07510,6,17,1,1
2019HU0252250,2,07510,6,13,1,1
2019HU0252385,1,07507,6,18,1,2
2019HU0252385,2,07507,6,58,1,2
2019HU0252856,1,07507,6,23,1,2
2019HU0253368,1,07512,6,75,19,1
2019HU0253368,2,07512,6,34,2,8
2019HU0253640,1,07510,6,13,1,6
2019HU0253869,1,07511,6,12,1,1
2019HU0253869,2,07511,6,15,1,1
2019HU0253957,1,07512,6,11,1,1
2019HU0253957,2,07512,6,12,1,1
2019HU0253957,3,07512,6,13,1,1
2019HU0254152,1,07509,6,11,1,1
2019HU0254588,1,07507,6,9,1,6
2019HU0254588,2,07507,6,16,1,6
2019HU0254608,1,07513,6,54,1,6
2019HU0254827,1,07512,6,21,1,6
2019HU0254827,2,07512,6,21,1,6
2019HU0254827,3,07512,6,24,1,6
2019HU0255505,1,07509,6,60,1,1
2019HU0255505,2,07509,6,63,1,1
2019HU0255948,1,07508,6,14,1,1
2019HU0255948,2,07508,6,10,1,6
2019HU0255948,3,07508,6,23,1,3
2019HU0256151,1,07509,6,18,1,1
2019HU0256425,1,07508,6,67,1,2
2019HU0257270,1,07511,6,14,1,1
2019HU0257477,1,07509,6,13,1,1
2019HU0258418,1,07507,6,41,1,2
2019HU0258418,2,07507,6,34,1,2
2019HU0258418,3,07507,6,52,1,2
2019HU0258418,4,07507,6,52,1,2
2019HU0259178,1,07511,6,12,1,1
2019HU0259178,2,07511,6,20,1,1
2019HU0259912,1,07514,6,23,1,1
2019HU0259912,2,07514,6,21,1,1
2019HU0260104,1,07508,6,21,1,2
2019HU0260187,1,07508,6,12,1,9
2019HU0260568,1,07510,6,21,1,1
2019HU0260871,1,07514,6,33,1,6
2019HU0260871,2,07514,6,33,1,6
2019HU0260871,3,07514,6,17,1,6
2019HU0260871,4,07514,6,38,1,6
2019HU0261475,1,07508,6,12,1,1
2019HU0261475,2,07508,6,12,1,1
2019HU0261825,1,07507,6,10,19,8
2019HU0262024,1,07513,6,20,1,1
2019HU0262024,2,07513,6,22,1,1
2019HU0262024,3,07513,6,27,1,1
2019HU0263444,1,07511,6,15,1,1
2019HU0263444,2,07511,6,15,1,1
2019HU0263706,1,07513,6,17,1,1
2019HU0263706,2,07513,6,17,1,1
2019HU0263706,3,07513,6,12,1,1
2019HU0263962,1,07509,6,3,1,1
2019HU0264701,1,07513,6,9,1,1
2019HU0264701,2,07513,6,14,1,1
2019HU0264984,1,07514,6,14,1,1
2019HU0264984,2,07514,6,15,1,1
2019HU0265340,1,07514,6,14,1,1
2019HU0265340,2,07514,6,16,1,1
2019HU0265657,1,07514,6,25,1,6
2019HU0265657,2,07514,6,19,1,6
2019HU0265657,3,07514,6,25,1,6
2019HU0265661,1,07511,6,32,11,1
2019HU0265837,1,07509,6,18,1,1
2019HU0265837,2,07509,6,17,1,1
2019HU0265879,1,07511,6,82,1,1
2019HU0265879,2,07511,6,73,1,1
2019HU0266148,1,07509,6,11,1,6
2019HU0266168,1,07507,6,17,1,2
2019HU0266168,2,07507,6,35,1,2
2019HU0266168,3,07507,6,58,1,2
2019HU0267537,1,07511,6,20,1,1
2019HU0267537,2,07511,6,25,1,1
2019HU0267537,3,07511,6,20,1,1
2019HU0267925,1,07507,6,47,1,6
2019HU0268034,1,07509,6,21,1,1
2019HU0268034,2,07509,6,22,1,9
2019HU0268034,3,07509,6,14,1,1
2019HU0268034,4,07509,6,14,1,1
2019HU0268259,1,07508,6,16,1,6
2019HU0268319,1,07508,6,13,1,6
2019HU0268319,2,07508,6,19,1,6
2019HU0269136,1,07514,6,18,1,1
2019HU0269319,1,07512,6,23,1,1
2019HU0269319,2,07512,6,24,1,1
2019HU0269319,3,07512,6,27,1,1
2019HU0269810,1,07509,6,19,1,6
2019HU0269810,2,07509,6,18,1,6
2019HU0270016,1,07510,6,10,1,1
2019HU0270031,1,07509,6,6,1,1
2019HU0270031,2,07509,6,8,1,1
2019HU0270253,1,07508,6,27,1,9
2019HU0270253,2,07508,6,23,1,9
2019HU0270253,3,07508,6,30,1,9
2019HU0270253,4,07508,6,23,1,9
2019HU0270413,1,07508,6,29,1,2
2019HU0270447,1,07507,6,18,1,6
2019HU0270447,2,07507,6,17,1,6
2019HU0270447,3,07507,6,17,1,6
2019HU0270691,1,07514,6,8,1,6
2019HU0270691,2,07514,6,6,1,6
2019HU0270691,3,07514,6,11,1,6
2019HU0270691,4,07514,6,15,1,6
2019HU0270932,1,07509,6,11,1,1
2019HU0270932,2,07509,6,12,1,1
2019HU0271510,1,07514,6,14,1,1
2019HU0271510,2,07514,6,24,1,1
2019HU0271510,3,07514,6,16,1,1
2019HU0272376,1,07509,6,16,1,1
2019HU0272812,1,07507,6,27,1,2
2019HU0273230,1,07514,6,14,1,1
2019HU0273230,2,07514,6,15,1,1
2019HU0273748,1,07513,6,10,1,1
2019HU0273748,2,07513,6,11,1,1
2019HU0273748,3,07513,6,17,1,1
2019HU0274003,1,07509,6,24,1,1
2019HU0274117,1,07509,6,33,2,1
2019HU0274427,1,07509,6,31,6,1
2019HU0274427,2,07509,6,35,1,1
2019HU0274427,3,07509,6,32,6,1
2019HU0274522,1,07507,6,10,1,6
2019HU0274522,2,07507,6,12,11,1
2019HU0274753,1,07510,6,14,1,1
2019HU0274753,2,07510,6,16,1,9
2019HU0274753,3,07510,6,12,1,9
2019HU0274753,4,07510,6,13,1,9
2019HU0274753,5,07510,6,16,1,9
2019HU0274879,1,07508,6,16,1,1
2019HU0275018,1,07509,6,8,1,6
2019HU0275018,2,07509,6,10,1,6
2019HU0275018,3,07509,6,10,1,6
2019HU0275197,1,07508,6,17,1,6
2019HU0276654,1,07514,6,100,1,2
2019HU0276654,2,07514,6,67,1,2
2019HU0276654,3,07514,6,119,1,2
2019HU0276654,4,07514,6,46,1,2
2019HU0278571,1,07514,6,14,1,6
2019HU0278918,1,07509,6,25,1,1
2019HU0278980,1,07508,6,10,1,1
2019HU0278980,2,07508,6,14,1,1
2019HU0279269,1,07507,6,9,1,1
2019HU0279269,2,07507,6,22,2,9
2019HU0279309,1,07510,6,20,1,6
2019HU0279309,2,07510,6,24,1,6
2019HU0279309,3,07510,6,25,1,6
2019HU0281739,1,07513,6,45,2,8
2019HU0281739,2,07513,6,46,2,8
2019HU0283299,1,07511,6,36,3,1
2019HU0283299,2,07511,6,24,1,1
2019HU0283687,1,07508,6,6,1,6
2019HU0283687,2,07508,6,6,1,6
2019HU0283687,3,07508,6,7,1,6
2019HU0283766,1,07513,6,12,1,6
2019HU0283766,2,07513,6,22,9,8
2019HU0285262,1,07510,6,12,1,6
2019HU0285262,2,07510,6,26,2,8
2019HU0285262,3,07510,6,21,1,1
2019HU0286206,1,07514,6,10,19,1
2019HU0286224,1,07511,6,10,1,1
2019HU0286342,1,07512,6,77,1,6
2019HU0286342,2,07512,6,56,1,6
2019HU0286748,1,07511,6,13,2,1
2019HU0286748,2,07511,6,26,2,1
2019HU0287178,1,07512,6,15,1,1
2019HU0287178,2,07512,6,10,1,1
2019HU0287178,3,07512,6,15,1,1
2019HU0287426,1,07511,6,20,1,1
2019HU0287667,1,07508,6,10,1,1
2019HU0287667,2,07508,6,8,1,1
2019HU0289147,1,07509,6,20,1,1
2019HU0289167,1,07509,6,81,2,8
2019HU0289167,2,07509,6,94,2,8
2019HU0289250,1,07513,6,10,2,1
2019HU0289250,2,07513,6,9,2,8
2019HU0289250,3,07513,6,9,1,1
2019HU0289250,4,07513,6,12,2,1
2019HU0289405,1,07507,6,10,1,1
2019HU0289405,2,07507,6,11,1,1
2019HU0290015,1,07509,6,46,1,6
2019HU0290015,2,07509,6,43,1,1
2019HU0290541,1,07508,6,14,1,9
2019HU0290541,2,07508,6,14,1,1
2019HU0290541,3,07508,6,22,1,9
2019HU0290809,1,07512,6,12,1,1
2019HU0290903,1,07513,6,33,1,6
2019HU0291652,1,07507,6,19,9,8
2019HU0291652,2,07507,6,19,11,8
2019HU0291693,1,07514,6,13,1,1
2019HU0292413,1,07508,6,18,1,6
2019HU0292918,1,07512,6,21,1,1
2019HU0292965,1,07513,6,65,1,6
2019HU0293147,1,07511,6,10,1,6
2019HU0293147,2,07511,6,9,1,6
2019HU0293834,1,07513,6,19,1,6
2019HU0293834,2,07513,6,19,1,6
2019HU0293834,3,07513,6,18,1,6
2019HU0293834,4,07513,6,22,1,6
2019HU0294771,1,07510,6,134,1,6
2019HU0294771,2,07510,6,181,1,6
2019HU0294771,3,07510,6,175,1,1
2019HU0295450,1,07513,6,40,1,6
2019HU0295450,2,07513,6,33,1,6
2019HU0295450,3,07513,6,54,1,6
2019HU0295635,1,07509,6,131,1,6
2019HU0296668,1,07509,6,13,1,1
2019HU0296935,1,07511,6,23,1,1
2019HU0297567,1,07512,6,18,19,1
2019HU0297567,2,07512,6,19,24,1
2019HU0297619,1,07508,6,10,23,1
2019HU0297932,1,07512,6,17,1,1
2019HU0297932,2,07512,6,23,1,1
2019HU0298011,1,07507,6,9,1,6
2019HU0298188,1,07508,6,9,1,1
2019HU0299517,1,07513,6,11,1,1
2019HU0299517,2,07513,6,13,1,1
2019HU0300383,1,07508,6,10,1,1
2019HU0300383,2,07508,6,17,1,1
2019HU0300623,1,07509,6,85,1,6
2019HU0301317,1,07510,6,53,1,1
2019HU0301317,2,07510,6,72,1,1
2019HU0301317,3,07510,6,58,1,1
2019HU0301317,4,07510,6,57,1,1
2019HU0301867,1,07511,6,13,1,1
2019HU0301867,2,07511,6,12,1,1
2019HU0301867,3,07511,6,14,1,1
2019HU0302250,1,07511,6,10,1,1
2019HU0302250,2,07511,6,14,1,1
2019HU0302250,3,07511,6,15,1,1
2019HU0302250,4,07511,6,19,1,6
2019HU0302566,1,07508,6,8,1,1
2019HU0302566,2,07508,6,10,1,1
2019HU0302566,3,07508,6,14,1,6
2019HU0302566,4,07508,6,18,1,1
2019HU0302633,1,07511,6,44,9,8
2019HU0302633,2,07511,6,113,9,8
2019HU0302633,3,07511,6,154,9,8
2019HU0302633,4,07511,6,84,9,8
2019HU0302633,5,07511,6,111,9,8
2019HU0302633,6,07511,6,129,9,8
2019HU0303206,1,07508,6,12,1,1
2019HU0303206,2,07508,6,9,1,6
2019HU0304473,1,07507,6,18,1,6
2019HU0304473,2,07507,6,20,1,6
2019HU0304473,3,07507,6,28,1,6
2019HU0304473,4,07507,6,24,1,6
2019HU0304473,5,07507,6,27,1,6
2019HU0305766,1,07514,6,14,11,1
2019HU0306009,1,07510,6,8,1,1
2019HU0306009,2,07510,6,23,1,2
2019HU0306423,1,07511,6,14,23,1
2019HU0306423,2,07511,6,13,1,6
2019HU0306423,3,07511,6,9,1,1
2019HU0306873,1,07508,6,22,1,6
2019HU0306918,1,07511,6,16,1,6
2019HU0306918,2,07511,6,26,1,6
2019HU0307411,1,07513,6,30,1,6
2019HU0308260,1,07509,6,56,1,6
2019HU0308546,1,07507,6,13,1,6
2019HU0308546,2,07507,6,16,1,1
2019HU0308546,3,07507,6,27,2,2
2019HU0308546,4,07507,6,27,2,2
2019HU0308721,1,07509,6,7,1,1
2019HU0308721,2,07509,6,6,1,1
2019HU0308721,3,07509,6,8,1,6
2019HU0309146,1,07508,6,9,1,1
2019HU0309562,1,07512,6,10,1,1
2019HU0309562,2,07512,6,11,1,1
2019HU0309649,1,07513,6,13,1,1
2019HU0309751,1,07509,6,34,1,1
2019HU0309939,1,07511,6,24,1,2
2019HU0309939,2,07511,6,23,1,1
2019HU0311860,1,07514,6,40,1,1
2019HU0311860,2,07514,6,54,1,1
2019HU0311911,1,07510,6,12,1,6
2019HU0312298,1,07509,6,11,2,8
2019HU0313788,1,07512,6,24,1,1
2019HU0313788,2,07512,6,21,1,1
2019HU0313788,3,07512,6,27,1,1
2019HU0314193,1,07513,6,12,1,6
2019HU0314193,2,07513,6,12,1,6
2019HU0314193,3,07513,6,13,1,6
2019HU0314193,4,07513,6,13,1,6
2019HU0314193,5,07513,6,12,1,6
2019HU0314237,1,07508,6,20,1,6
2019HU0314293,1,07513,6,30,1,1
2019HU0314484,1,07509,6,8,1,1
2019HU0314484,2,07509,6,8,1,1
2019HU0314484,3,07509,6,3,1,1
2019HU0314902,1,07508,6,19,1,1
2019HU0315598,1,07507,6,16,1,1
2019HU0315598,2,07507,6,29,3,1
2019HU0315800,1,07513,6,11,1,1
2019HU0315800,2,07513,6,10,1,1
2019HU0315925,1,07507,6,12,2,1
2019HU0315925,2,07507,6,18,2,1
2019HU0315925,3,07507,6,23,2,1
2019HU0315925,4,07507,6,32,2,1
2019HU0316034,1,07514,6,12,1,1
2019HU0316266,1,07511,6,13,2,1
2019HU0316266,2,07511,6,15,2,1
2019HU0316278,1,07512,6,27,19,8
2019HU0316278,2,07512,6,16,19,9
2019HU0316278,3,07512,6,9,19,8
2019HU0316278,4,07512,6,18,19,8
2019HU0316346,1,07514,6,19,1,1
2019HU0318311,1,07514,6,12,1,1
2019HU0318311,2,07514,6,14,1,9
2019HU0318316,1,07508,6,22,1,1
2019HU0318316,2,07508,6,21,1,1
2019HU0318349,1,07509,6,10,1,1
2019HU0318349,2,07509,6,8,1,1
2019HU0318349,3,07509,6,14,1,1
2019HU0318349,4,07509,6,14,1,1
2019HU0318561,1,07508,6,17,1,1
2019HU0318561,2,07508,6,15,1,1
2019HU0318561,3,07508,6,19,1,1
2019HU0319105,1,07513,6,12,1,6
2019HU0319105,2,07513,6,12,1,6
2019HU0319105,3,07513,6,14,1,6
2019HU0319105,4,07513,6,12,1,6
2019HU0319345,1,07513,6,13,1,9
2019HU0319345,2,07513,6,22,1,6
2019HU0319345,3,07513,6,25,1,9
2019HU0319372,1,07507,6,10,1,6
2019HU0319372,2,07507,6,10,1,6
2019HU0319898,1,07511,6,12,1,1
2019HU0319898,2,07511,6,14,1,9
2019HU0319898,3,07511,6,14,1,1
2019HU0319954,1,07511,6,11,1,1
2019HU0319954,2,07511,6,13,1,3
2019HU0320076,1,07514,6,8,1,6
2019HU0320076,2,07514,6,12,1,6
2019HU0321803,1,07511,6,10,1,1
2019HU0321803,2,07511,6,10,1,1
2019HU0321943,1,07512,6,23,1,6
2019HU0321943,2,07512,6,20,1,6
2019HU0321994,1,07508,6,21,1,1
2019HU0321994,2,07508,6,12,2,1
2019HU0322006,1,07507,6,59,11,8
2019HU0322006,2,07507,6,37,11,8
2019HU0322213,1,07511,6,10,1,1
2019HU0322213,2,07511,6,11,1,6
2019HU0322389,1,07510,6,20,1,2
2019HU0322718,1,07509,6,10,1,1
2019HU0322718,2,07509,6,12,1,6
2019HU0322718,3,07509,6,9,2,1
2019HU0322718,4,07509,6,6,2,1
2019HU0322893,1,07513,6,23,1,2
