SERIALNO,SPORDER,PUMA,STATE,PWGTP,HISP,RAC1P
2021HU1108369,4,07509,6,10,1,9
2021HU1108516,1,07512,6,10,1,1
2021HU1108516,2,07512,6,14,1,6
2021HU1108858,1,07511,6,14,1,1
2021HU1109232,1,07509,6,35,1,9
2021HU1109313,1,07513,6,13,1,6
2021HU1109313,2,07513,6,10,1,1
2021HU1109313,3,07513,6,19,1,1
2021HU1109894,1,07507,6,12,1,6
2021HU1109894,2,07507,6,12,1,6
2021HU1109894,3,07507,6,15,1,6
2021HU1109894,4,07507,6,15,1,6
2021HU1109894,5,07507,6,13,1,6
2021HU1109894,6,07507,6,14,1,6
2021HU1109894,7,07507,6,14,1,6
2021HU1111278,1,07512,6,14,1,1
2021HU1111473,1,07511,6,12,1,1
2021HU1111677,1,07510,6,21,1,1
2021HU1111677,2,07510,6,39,1,1
2021HU1111702,1,07512,6,21,2,9
2021HU1112283,1,07508,6,46,1,1
2021HU1112283,2,07508,6,35,1,1
2021HU1112526,1,07511,6,9,1,1
2021HU1112526,2,07511,6,10,1,1
2021HU1112564,1,07508,6,6,1,1
2021HU1112564,2,07508,6,6,1,1
2021HU1112685,1,07507,6,56,1,2
2021HU1112685,2,07507,6,40,1,2
2021HU1112685,3,07507,6,57,1,2
2021HU1113008,1,07510,6,12,1,1
2021HU1113210,1,07513,6,15,1,6
2021HU1113210,2,07513,6,9,1,6
2021HU1113210,3,07513,6,9,1,6
2021HU1113210,4,07513,6,15,1,6
2021HU1113264,1,07509,6,65,1,6
2021HU1113264,2,07509,6,64,1,6
2021HU1113594,1,07514,6,12,1,6
2021HU1113594,2,07514,6,10,1,6
2021HU1113732,1,07512,6,18,1,1
2021HU1113866,1,07507,6,10,1,6
2021HU1114999,1,07508,6,11,1,6
2021HU1114999,2,07508,6,13,1,6
2021HU1114999,3,07508,6,13,1,6
2021HU1115074,1,07512,6,13,1,1
2021HU1115074,2,07512,6,16,1,6
2021HU1115074,3,07512,6,18,1,9
2021HU1115074,4,07512,6,13,2,9
2021HU1115074,5,07512,6,13,1,6
2021HU1115122,1,07509,6,27,7,8
2021HU1115122,2,07509,6,44,7,8
2021HU1115122,3,07509,6,20,7,8
2021HU1115122,4,07509,6,31,7,8
2021HU1115122,5,07509,6,68,7,8
2021HU1115122,6,07509,6,78,2,8
2021HU1115122,7,07509,6,56,7,8
2021HU1115187,1,07508,6,8,1,1
2021HU1115318,1,07509,6,9,1,1
2021HU1115318,2,07509,6,10,2,1
2021HU1115365,1,07508,6,12,1,6
2021HU1115365,2,07508,6,9,1,6
2021HU1115365,3,07508,6,15,1,6
2021HU1116126,1,07508,6,11,1,9
2021HU1116211,1,07514,6,18,13,6
2021HU1116211,2,07514,6,17,1,1
2021HU1116260,1,07509,6,13,1,1
2021HU1116338,1,07512,6,13,1,6
2021HU1117087,1,07514,6,21,1,1
2021HU1117753,1,07514,6,83,1,1
2021HU1120357,1,07512,6,13,1,6
2021HU1120357,2,07512,6,11,1,6
2021HU1120357,3,07512,6,11,1,6
2021HU1120357,4,07512,6,11,1,6
2021HU1120357,5,07512,6,12,1,6
2021HU1120357,6,07512,6,13,1,6
2021HU1120357,7,07512,6,11,1,6
2021HU1120461,1,07512,6,11,1,6
2021HU1120461,2,07512,6,11,1,6
2021HU1120461,3,07512,6,12,1,6
2021HU1120461,4,07512,6,11,1,6
2021HU1122034,1,07510,6,14,1,1
2021HU1122034,2,07510,6,16,1,6
2021HU1122617,1,07508,6,39,1,6
2021HU1122617,2,07508,6,34,1,6
2021HU1122617,3,07508,6,25,1,6
2021HU1122870,1,07508,6,15,1,6
2021HU1122870,2,07508,6,11,1,6
2021HU1122870,3,07508,6,13,1,6
2021HU1123395,1,07508,6,16,1,9
2021HU1123395,2,07508,6,14,1,6
2021HU1123395,3,07508,6,9,1,9
2021HU1123740,1,07511,6,12,1,1
2021HU1123784,1,07514,6,20,1,1
2021HU1123818,1,07513,6,12,1,6
2021HU1123818,2,07513,6,14,1,6
2021HU1123818,3,07513,6,13,1,6
2021HU1123818,4,07513,6,14,1,6
2021HU1123915,1,07510,6,33,1,1
2021HU1123915,2,07510,6,50,2,8
2021HU1124382,1,07511,6,17,1,9
2021HU1124382,2,07511,6,19,1,1
2021HU1124492,1,07507,6,35,1,6
2021HU1124492,2,07507,6,23,1,6
2021HU1125098,1,07511,6,10,1,1
2021HU1125098,2,07511,6,11,1,1
2021HU1125098,3,07511,6,10,1,1
2021HU1125213,1,07507,6,11,1,1
2021HU1125213,2,07507,6,12,1,1
2021HU1126129,1,07512,6,34,1,6
2021HU1126129,2,07512,6,52,1,6
2021HU1126129,3,07512,6,48,1,6
2021HU1126129,4,07512,6,36,1,6
2021HU1126369,1,07509,6,58,1,6
2021HU1126766,1,07507,6,48,2,8
2021HU1126766,2,07507,6,36,2,8
2021HU1126766,3,07507,6,48,2,8
2021HU1126766,4,07507,6,25,2,8
2021HU1126766,5,07507,6,35,2,8
2021HU1126766,6,07507,6,56,7,8
2021HU1126766,7,07507,6,40,7,8
2021HU1126766,8,07507,6,25,7,8
2021HU1126766,9,07507,6,37,7,8
2021HU1126766,10,07507,6,41,7,8
2021HU1126766,11,07507,6,50,7,8
2021HU1127470,1,07511,6,12,9,1
2021HU1127470,2,07511,6,13,1,1
2021HU1127470,3,07511,6,10,9,9
2021HU1127470,4,07511,6,20,9,9
2021HU1128687,1,07510,6,37,1,1
2021HU1128687,2,07510,6,39,1,1
2021HU1128687,3,07510,6,49,3,9
2021HU1128700,1,07509,6,19,1,9
2021HU1128700,2,07509,6,19,1,6
2021HU1130359,1,07509,6,20,1,1
2021HU1131089,1,07511,6,6,1,2
2021HU1131089,2,07511,6,6,1,2
2021HU1132196,1,07514,6,38,1,1
2021HU1132196,2,07514,6,36,1,1
2021HU1132196,3,07514,6,35,1,1
2021HU1132196,4,07514,6,51,1,1
2021HU1132587,1,07512,6,21,1,1
2021HU1132587,2,07512,6,23,1,6
2021HU1132587,3,07512,6,61,2,9
2021HU1133806,1,07509,6,17,1,1
2021HU1133806,2,07509,6,28,1,6
2021HU1133963,1,07511,6,13,1,1
2021HU1134669,1,07509,6,12,1,1
2021HU1135008,1,07507,6,26,1,6
2021HU1135008,2,07507,6,22,1,6
2021HU1135008,3,07507,6,16,1,6
2021HU1135008,4,07507,6,26,1,6
2021HU1135008,5,07507,6,22,1,6
2021HU1135008,6,07507,6,21,1,6
2021HU1135201,1,07511,6,10,1,1
2021HU1135201,2,07511,6,12,1,1
2021HU1135201,3,07511,6,8,1,1
2021HU1135201,4,07511,6,10,1,1
2021HU1135201,5,07511,6,10,1,1
2021HU1135359,1,07511,6,55,1,1
2021HU1135359,2,07511,6,57,1,1
2021HU1135359,3,07511,6,38,1,1
2021HU1135359,4,07511,6,49,1,1
2021HU1135359,5,07511,6,38,1,1
2021HU1135359,6,07511,6,37,1,1
2021HU1135466,1,07512,6,29,1,6
2021HU1135466,2,07512,6,30,1,1
2021HU1135882,1,07509,6,10,1,1
2021HU1136350,1,07514,6,31,1,1
2021HU1136703,1,07508,6,8,1,6
2021HU1136703,2,07508,6,10,1,6
2021HU1136737,1,07508,6,5,1,1
2021HU1136737,2,07508,6,10,1,1
2021HU1136737,3,07508,6,7,1,1
2021HU1136774,1,07511,6,12,1,1
2021HU1136774,2,07511,6,12,1,1
2021HU1136776,1,07507,6,19,1,9
2021HU1136776,2,07507,6,21,1,6
2021HU1136788,1,07514,6,26,1,1
2021HU1136788,2,07514,6,21,1,1
2021HU1137123,1,07507,6,7,1,7
2021HU1137123,2,07507,6,7,1,7
2021HU1137123,3,07507,6,6,1,7
2021HU1137123,4,07507,6,4,1,7
2021HU1137270,1,07508,6,15,1,1
2021HU1137270,2,07508,6,17,1,1
2021HU1137396,1,07514,6,64,1,2
2021HU1137396,2,07514,6,74,1,2
2021HU1137396,3,07514,6,16,1,2
2021HU1137396,4,07514,6,37,1,2
2021HU1137396,5,07514,6,68,1,2
2021HU1137396,6,07514,6,68,1,2
2021HU1137849,1,07507,6,10,1,6
2021HU1138793,1,07508,6,13,1,1
2021HU1138793,2,07508,6,18,1,1
2021HU1138793,3,07508,6,18,1,1
2021HU1139594,1,07513,6,3,1,9
2021HU1139594,2,07513,6,9,2,1
2021HU1139594,3,07513,6,8,2,1
2021HU1139917,1,07511,6,10,1,6
2021HU1139917,2,07511,6,8,1,6
2021HU1139917,3,07511,6,14,1,6
2021HU1140838,1,07510,6,11,1,6
2021HU1141348,1,07510,6,37,1,1
2021HU1141348,2,07510,6,38,1,1
2021HU1141349,1,07512,6,10,1,1
2021HU1141349,2,07512,6,11,1,1
2021HU1141349,3,07512,6,11,1,1
2021HU1141349,4,07512,6,15,1,1
2021HU1141998,1,07511,6,9,1,1
2021HU1142104,1,07512,6,20,1,1
2021HU1142104,2,07512,6,22,1,6
2021HU1142611,1,07514,6,29,1,1
2021HU1142611,2,07514,6,36,1,1
2021HU1142890,1,07508,6,23,1,2
2021HU1142890,2,07508,6,29,1,1
2021HU1142890,3,07508,6,39,1,9
2021HU1142890,4,07508,6,39,1,9
2021HU1143107,1,07511,6,21,1,1
2021HU1143107,2,07511,6,16,1,1
2021HU1144072,1,07513,6,10,1,6
2021HU1144072,2,07513,6,24,1,6
2021HU1144144,1,07507,6,10,1,6
2021HU1144144,2,07507,6,13,1,6
2021HU1144758,1,07513,6,17,1,1
2021HU1144829,1,07512,6,14,1,1
2021HU1144829,2,07512,6,17,1,1
2021HU1144829,3,07512,6,12,1,1
2021HU1144829,4,07512,6,13,1,1
2021HU1145323,1,07514,6,7,1,1
2021HU1145323,2,07514,6,6,3,1
2021HU1145528,1,07507,6,19,1,6
2021HU1145528,2,07507,6,10,1,6
2021HU1145528,3,07507,6,11,1,6
2021HU1145976,1,07507,6,11,1,9
2021HU1145976,2,07507,6,9,1,9
2021HU1145976,3,07507,6,15,1,9
2021HU1146306,1,07512,6,10,1,6
2021HU1146306,2,07512,6,11,1,6
2021HU1146306,3,07512,6,13,1,6
2021HU1147851,1,07509,6,40,1,1
2021HU1147851,2,07509,6,35,1,1
2021HU1147982,1,07509,6,35,1,1
2021HU1148170,1,07513,6,14,1,6
2021HU1148170,2,07513,6,13,1,6
2021HU1148524,1,07514,6,12,1,1
2021HU1148524,2,07514,6,13,1,1
2021HU1148524,3,07514,6,11,1,1
2021HU1148524,4,07514,6,11,1,1
2021HU1149175,1,07510,6,48,2,9
2021HU1149175,2,07510,6,50,1,6
2021HU1149175,3,07510,6,54,1,6
2021HU1149248,1,07514,6,22,1,9
2021HU1149248,2,07514,6,17,1,9
2021HU1149469,1,07511,6,24,1,1
2021HU1149469,2,07511,6,29,1,1
2021HU1149469,3,07511,6,29,1,1
2021HU1149795,1,07512,6,14,1,6
2021HU1150440,1,07514,6,8,1,6
2021HU1150440,2,07514,6,7,1,6
2021HU1150856,1,07507,6,11,1,2
2021HU1150856,2,07507,6,15,1,2
2021HU1151212,1,07509,6,33,2,1
2021HU1151490,1,07509,6,19,1,1
2021HU1151490,2,07509,6,36,1,1
2021HU1151701,1,07509,6,20,1,1
2021HU1151701,2,07509,6,21,1,1
2021HU1152442,1,07508,6,8,1,1
2021HU1152442,2,07508,6,9,1,1
2021HU1152681,1,07514,6,19,1,6
2021HU1152681,2,07514,6,27,1,6
2021HU1152708,1,07511,6,18,1,1
2021HU1152708,2,07511,6,19,1,1
2021HU1152762,1,07507,6,17,1,2
2021HU1152762,2,07507,6,12,1,2
2021HU1152762,3,07507,6,13,1,2
2021HU1153023,1,07514,6,48,1,1
2021HU1154125,1,07510,6,20,1,1
2021HU1154125,2,07510,6,18,1,9
2021HU1154136,1,07511,6,16,1,1
2021HU1154136,2,07511,6,17,1,1
2021HU1154681,1,07513,6,12,1,6
2021HU1155400,1,07511,6,19,1,1
2021HU1155400,2,07511,6,25,1,1
2021HU1155661,1,07510,6,41,1,1
2021HU1156051,1,07514,6,16,1,1
2021HU1156340,1,07511,6,14,1,1
2021HU1156808,1,07514,6,18,1,6
2021HU1158625,1,07511,6,21,1,1
2021HU1159618,1,07507,6,21,2,8
2021HU1159618,2,07507,6,17,1,1
2021HU1160113,1,07513,6,18,1,1
2021HU1160585,1,07509,6,13,1,1
2021HU1160585,2,07509,6,21,1,6
2021HU1160585,3,07509,6,31,1,9
2021HU1160695,1,07509,6,23,1,6
2021HU1160695,2,07509,6,21,1,6
2021HU1161238,1,07509,6,57,1,1
2021HU1161238,2,07509,6,59,1,1
2021HU1162060,1,07508,6,48,1,1
2021HU1162060,2,07508,6,76,4,8
2021HU1162060,3,07508,6,17,1,9
2021HU1162060,4,07508,6,75,1,1
2021HU1163518,1,07513,6,11,1,9
2021HU1163768,1,07512,6,14,1,1
2021HU1163768,2,07512,6,15,1,1
2021HU1163768,3,07512,6,11,1,1
2021HU1163768,4,07512,6,12,1,1
2021HU1163927,1,07509,6,19,2,1
2021HU1164510,1,07511,6,7,1,6
2021HU1164510,2,07511,6,12,1,1
2021HU1164510,3,07511,6,10,1,6
2021HU1164596,1,07511,6,12,1,5
2021HU1164843,1,07511,6,32,1,1
2021HU1164843,2,07511,6,37,1,1
2021HU1166258,1,07508,6,17,1,1
2021HU1166258,2,07508,6,18,1,6
2021HU1166755,1,07513,6,14,1,1
2021HU1166755,2,07513,6,11,1,1
2021HU1166755,3,07513,6,24,1,1
2021HU1166755,4,07513,6,10,1,1
2021HU1166978,1,07513,6,12,1,6
2021HU1166978,2,07513,6,11,1,6
2021HU1166978,3,07513,6,17,1,6
2021HU1168211,1,07511,6,14,1,1
2021HU1168211,2,07511,6,14,1,1
2021HU1168211,3,07511,6,16,1,1
2021HU1171201,1,07509,6,31,1,1
2021HU1171201,2,07509,6,38,11,9
2021HU1171201,3,07509,6,19,1,6
2021HU1171385,1,07513,6,12,1,1
2021HU1171385,2,07513,6,10,1,1
2021HU1171721,1,07511,6,32,1,9
2021HU1171721,2,07511,6,32,1,1
2021HU1171721,3,07511,6,37,1,9
2021HU1171741,1,07509,6,14,1,1
2021HU1171866,1,07510,6,23,1,1
2021HU1171866,2,07510,6,21,1,1
2021HU1171866,3,07510,6,20,1,1
2021HU1172234,1,07510,6,20,1,2
2021HU1172566,1,07511,6,7,1,6
2021HU1173164,1,07509,6,16,1,1
2021HU1173822,1,07509,6,142,23,1
2021HU1173822,2,07509,6,58,24,1
2021HU1173822,3,07509,6,67,23,1
2021HU1173933,1,07511,6,44,1,1
2021HU1173933,2,07511,6,45,1,1
2021HU1174004,1,07507,6,15,1,6
2021HU1174004,2,07507,6,18,1,6
2021HU1174004,3,07507,6,12,1,6
2021HU1174004,4,07507,6,21,1,6
2021HU1174004,5,07507,6,20,1,6
2021HU1174004,6,07507,6,20,1,6
2021HU1174004,7,07507,6,26,1,6
2021HU1175624,1,07509,6,10,1,1
2021HU1175714,1,07510,6,9,1,1
2021HU1176594,1,07512,6,15,1,1
2021HU1176594,2,07512,6,20,1,1
2021HU1176859,1,07514,6,12,1,1
2021HU1176859,2,07514,6,12,1,1
2021HU1176859,3,07514,6,11,1,1
2021HU1177053,1,07512,6,17,1,6
2021HU1177269,1,07508,6,21,1,1
2021HU1177269,2,07508,6,18,1,1
2021HU1177353,1,07513,6,12,1,1
2021HU1177353,2,07513,6,12,1,1
2021HU1177752,1,07508,6,17,1,6
2021HU1178075,1,07508,6,39,1,1
2021HU1180172,1,07511,6,19,1,1
2021HU1180573,1,07509,6,14,1,9
2021HU1180573,2,07509,6,10,1,1
2021HU1180573,3,07509,6,11,1,1
2021HU1181159,1,07511,6,49,1,6
2021HU1181159,2,07511,6,74,1,6
2021HU1181486,1,07509,6,13,1,1
2021HU1181486,2,07509,6,15,1,1
2021HU1181731,1,07514,6,26,1,1
2021HU1181731,2,07514,6,24,1,1
2021HU1182588,1,07512,6,13,1,1
2021HU1183699,1,07509,6,10,1,1
2021HU1183699,2,07509,6,11,1,1
2021HU1184321,1,07514,6,22,1,1
2021HU1184321,2,07514,6,6,2,9
2021HU1184321,3,07514,6,11,2,9
2021HU1184602,1,07512,6,10,1,1
2021HU1184602,2,07512,6,10,1,1
2021HU1184602,3,07512,6,8,1,6
2021HU1184602,4,07512,6,10,1,2
2021HU1184718,1,07511,6,12,1,1
2021HU1185151,1,07508,6,23,1,1
2021HU1185151,2,07508,6,18,1,1
2021HU1185768,1,07513,6,11,1,6
2021HU1185768,2,07513,6,14,1,6
2021HU1185768,3,07513,6,17,1,6
2021HU1185768,4,07513,6,17,1,9
2021HU1185845,1,07514,6,24,1,6
2021HU1185845,2,07514,6,21,1,1
2021HU1186625,1,07511,6,13,1,6
2021HU1186625,2,07511,6,9,1,1
2021HU1187967,1,07509,6,12,1,1
2021HU1187967,2,07509,6,7,1,1
2021HU1188318,1,07514,6,18,1,1
2021HU1188318,2,07514,6,13,1,1
2021HU1188318,3,07514,6,18,1,1
2021HU1189534,1,07513,6,22,1,1
2021HU1189534,2,07513,6,23,24,9
2021HU1189534,3,07513,6,20,24,9
2021HU1189534,4,07513,6,22,24,9
2021HU1189574,1,07509,6,18,4,9
2021HU1190121,1,07512,6,14,1,6
2021HU1190741,1,07512,6,17,1,1
2021HU1190741,2,07512,6,22,1,8
2021HU1190760,1,07511,6,17,1,6
2021HU1191342,1,07514,6,8,1,6
2021HU1191342,2,07514,6,7,1,6
2021HU1191342,3,07514,6,17,1,6
2021HU1191342,4,07514,6,9,1,6
2021HU1191578,1,07514,6,62,1,9
2021HU1191578,2,07514,6,124,10,9
2021HU1192494,1,07509,6,30,1,2
2021HU1192882,1,07507,6,9,1,6
2021HU1192882,2,07507,6,9,1,6
2021HU1192882,3,07507,6,13,1,6
2021HU1192882,4,07507,6,12,1,6
2021HU1192882,5,07507,6,13,1,6
2021HU1193011,1,07510,6,69,1,8
2021HU1193011,2,07510,6,64,1,8
2021HU1193328,1,07511,6,48,1,1
2021HU1193340,1,07513,6,13,1,6
2021HU1193682,1,07514,6,7,1,1
2021HU1193682,2,07514,6,9,1,9
2021HU1193682,3,07514,6,6,1,9
2021HU1193682,4,07514,6,6,1,9
2021HU1193682,5,07514,6,5,1,9
2021HU1193699,1,07511,6,21,2,8
2021HU1193699,2,07511,6,23,1,1
2021HU1194358,1,07509,6,9,1,1
2021HU1195047,1,07511,6,10,1,1
2021HU1195047,2,07511,6,10,1,9
2021HU1195057,1,07507,6,13,1,6
2021HU1195057,2,07507,6,10,1,6
2021HU1195057,3,07507,6,18,1,6
2021HU1195057,4,07507,6,20,1,6
2021HU1196349,1,07514,6,11,1,6
2021HU1196349,2,07514,6,15,1,6
2021HU1196349,3,07514,6,16,1,6
2021HU1196349,4,07514,6,13,1,6
2021HU1197803,1,07511,6,11,1,1
2021HU1197803,2,07511,6,11,1,1
2021HU1197803,3,07511,6,10,1,1
2021HU1197967,1,07509,6,32,1,1
2021HU1198095,1,07509,6,14,1,1
2021HU1198095,2,07509,6,10,1,1
2021HU1198471,1,07514,6,13,1,6
2021HU1198900,1,07509,6,15,1,6
2021HU1198900,2,07509,6,15,1,6
2021HU1199228,1,07508,6,13,1,1
2021HU1199292,1,07513,6,51,1,6
2021HU1199569,1,07514,6,17,1,1
2021HU1199569,2,07514,6,16,1,1
2021HU1200051,1,07509,6,16,15,8
2021HU1200051,2,07509,6,11,15,8
2021HU1200323,1,07513,6,17,1,6
2021HU1200323,2,07513,6,24,1,6
2021HU1200592,1,07509,6,29,1,6
2021HU1200730,1,07507,6,19,1,6
2021HU1200730,2,07507,6,18,1,6
2021HU1200730,3,07507,6,19,1,6
2021HU1200730,4,07507,6,19,1,6
2021HU1200730,5,07507,6,21,1,6
2021HU1200730,6,07507,6,16,1,6
2021HU1200730,7,07507,6,23,1,6
2021HU1200730,8,07507,6,26,1,6
2021HU1200730,9,07507,6,15,1,6
2021HU1200730,10,07507,6,20,1,6
2021HU1200730,11,07507,6,21,1,6
2021HU1200730,12,07507,6,19,1,6
2021HU1200730,13,07507,6,19,1,6
2021HU1200730,14,07507,6,20,1,6
2021HU1200730,15,07507,6,20,1,6
2021HU1201527,1,07511,6,21,1,1
2021HU1201527,2,07511,6,26,2,9
2021HU1202034,1,07508,6,22,2,8
2021HU1202034,2,07508,6,32,2,8
2021HU1202034,3,07508,6,21,2,8
2021HU1202034,4,07508,6,25,2,8
2021HU1202412,1,07509,6,9,1,1
2021HU1202412,2,07509,6,7,1,1
2021HU1202412,3,07509,6,4,1,1
2021HU1202412,4,07509,6,5,1,1
2021HU1202412,5,07509,6,4,1,1
2021HU1202565,1,07514,6,15,1,1
2021HU1202749,1,07507,6,8,1,1
2021HU1202749,2,07507,6,7,1,1
2021HU1203232,1,07509,6,17,1,6
2021HU1203232,2,07509,6,6,1,6
2021HU1203232,3,07509,6,11,1,6
2021HU1203232,4,07509,6,16,1,6
2021HU1203232,5,07509,6,15,1,6
2021HU1203416,1,07512,6,11,1,1
2021HU1203416,2,07512,6,10,1,6
2021HU1203425,1,07511,6,22,1,1
2021HU1203579,1,07513,6,7,1,6
2021HU1203579,2,07513,6,6,1,6
2021HU1203579,3,07513,6,9,1,6
2021HU1203579,4,07513,6,8,1,6
2021HU1203702,1,07514,6,28,1,6
2021HU1204158,1,07510,6,27,1,1
2021HU1204158,2,07510,6,28,1,6
2021HU1204589,1,07513,6,39,7,8
2021HU1204589,2,07513,6,42,7,8
2021HU1205112,1,07509,6,28,1,6
2021HU1205112,2,07509,6,26,1,1
2021HU1205293,1,07511,6,17,1,1
2021HU1205904,1,07509,6,8,1,1
2021HU1205904,2,07509,6,6,1,1
2021HU1205904,3,07509,6,4,1,1
2021HU1205904,4,07509,6,4,1,1
2021HU1205904,5,07509,6,5,1,1
2021HU1206129,1,07514,6,10,1,6
2021HU1206129,2,07514,6,8,1,6
2021HU1206254,1,07511,6,12,1,1
2021HU1206254,2,07511,6,16,1,1
2021HU1206254,3,07511,6,9,1,1
2021HU1206254,4,07511,6,11,1,1
2021HU1206340,1,07514,6,13,15,9
2021HU1206340,2,07514,6,16,1,1
2021HU1206539,1,07510,6,27,1,6
2021HU1206539,2,07510,6,41,1,6
2021HU1206733,1,07512,6,12,1,6
2021HU1206733,2,07512,6,17,1,6
2021HU1206936,1,07514,6,20,1,1
2021HU1207106,1,07513,6,16,1,1
2021HU1207423,1,07514,6,14,1,1
2021HU1207423,2,07514,6,12,1,9
2021HU1208118,1,07511,6,9,1,1
2021HU1208118,2,07511,6,8,1,1
2021HU1208118,3,07511,6,8,1,1
2021HU1208118,4,07511,6,11,1,1
2021HU1208919,1,07513,6,11,1,1
2021HU1209426,1,07511,6,58,16,9
2021HU1209426,2,07511,6,57,1,1
2021HU1210260,1,07507,6,13,19,8
2021HU1210260,2,07507,6,18,24,8
2021HU1210260,3,07507,6,18,19,8
2021HU1210260,4,07507,6,19,2,8
2021HU1210260,5,07507,6,21,3,8
2021HU1210260,6,07507,6,14,3,8
2021HU1211571,1,07508,6,11,1,1
2021HU1211908,1,07511,6,19,15,9
2021HU1212011,1,07513,6,36,11,1
2021HU1212011,2,07513,6,36,1,1
2021HU1212011,3,07513,6,43,11,1
2021HU1212011,4,07513,6,29,11,1
2021HU1212403,1,07514,6,10,1,6
2021HU1212403,2,07514,6,13,1,6
2021HU1212403,3,07514,6,15,1,6
2021HU1212508,1,07511,6,8,1,6
2021HU1212508,2,07511,6,11,1,6
2021HU1212508,3,07511,6,10,1,6
2021HU1212508,4,07511,6,10,1,6
2021HU1212508,5,07511,6,9,1,6
2021HU1213191,1,07511,6,33,1,6
2021HU1213564,1,07507,6,14,19,8
2021HU1213564,2,07507,6,14,19,8
2021HU1214148,1,07512,6,13,1,1
2021HU1215836,1,07512,6,22,1,1
2021HU1215881,1,07511,6,21,1,1
2021HU1217583,1,07513,6,16,1,9
2021HU1218163,1,07508,6,14,1,1
2021HU1218163,2,07508,6,14,1,1
2021HU1218393,1,07508,6,23,1,1
2021HU1218393,2,07508,6,17,1,1
2021HU1218420,1,07511,6,30,1,1
2021HU1218420,2,07511,6,25,1,1
2021HU1219895,1,07512,6,12,1,1
2021HU1219895,2,07512,6,13,1,1
2021HU1220398,1,07511,6,18,1,1
2021HU1220398,2,07511,6,17,1,1
2021HU1220398,3,07511,6,11,1,1
2021HU1220398,4,07511,6,12,1,1
2021HU1221555,1,07509,6,11,1,1
2021HU1221596,1,07509,6,23,1,1
2021HU1221596,2,07509,6,20,2,8
2021HU1221750,1,07508,6,10,1,6
2021HU1222069,1,07511,6,11,1,6
2021HU1222069,2,07511,6,12,1,6
2021HU1222234,1,07513,6,12,1,1
2021HU1222234,2,07513,6,13,1,6
2021HU1222234,3,07513,6,18,1,9
2021HU1222234,4,07513,6,12,1,9
2021HU1222234,5,07513,6,12,1,9
2021HU1222234,6,07513,6,15,1,1
2021HU1222355,1,07508,6,17,1,1
2021HU1222355,2,07508,6,13,1,1
2021HU1222964,1,07507,6,20,19,6
2021HU1222964,2,07507,6,24,19,6
2021HU1222964,3,07507,6,17,1,6
2021HU1223139,1,07510,6,115,1,6
2021HU1223387,1,07513,6,11,1,6
2021HU1223387,2,07513,6,11,1,6
2021HU1223453,1,07508,6,14,1,6
2021HU1223940,1,07507,6,10,1,7
2021HU1223940,2,07507,6,11,1,7
2021HU1225140,1,07509,6,60,1,9
2021HU1225168,1,07507,6,20,1,1
2021HU1225168,2,07507,6,15,1,1
2021HU1225168,3,07507,6,13,1,1
2021HU1225359,1,07512,6,11,1,1
2021HU1225359,2,07512,6,10,1,1
2021HU1225412,1,07510,6,18,1,1
2021HU1225548,1,07514,6,17,1,6
2021HU1225548,2,07514,6,19,1,6
2021HU1225830,1,07513,6,17,1,1
2021HU1225830,2,07513,6,17,1,1
2021HU1225846,1,07514,6,9,1,1
2021HU1226868,1,07512,6,37,1,1
2021HU1226868,2,07512,6,26,1,1
2021HU1227248,1,07507,6,12,1,2
2021HU1227606,1,07509,6,16,1,1
2021HU1227606,2,07509,6,19,1,1
2021HU1229845,1,07513,6,38,24,9
2021HU1231414,1,07507,6,11,1,6
2021HU1231414,2,07507,6,11,1,6
2021HU1232522,1,07509,6,19,1,1
2021HU1232522,2,07509,6,12,1,9
2021HU1232801,1,07512,6,14,1,9
2021HU1233035,1,07511,6,12,1,1
2021HU1233217,1,07511,6,19,1,1
2021HU1233217,2,07511,6,18,1,1
2021HU1233772,1,07509,6,32,1,1
2021HU1233797,1,07508,6,33,1,1
2021HU1233797,2,07508,6,32,1,1
2021HU1233982,1,07514,6,23,2,1
2021HU1234234,1,07514,6,81,9,8
2021HU1234276,1,07513,6,15,1,6
2021HU1234512,1,07507,6,12,1,9
2021HU1234512,2,07507,6,9,1,7
2021HU1234817,1,07513,6,17,1,6
2021HU1234817,2,07513,6,26,1,6
2021HU1234935,1,07514,6,12,1,6
2021HU1234935,2,07514,6,9,1,6
2021HU1235172,1,07512,6,20,1,6
2021HU1235172,2,07512,6,26,1,6
2021HU1235172,3,07512,6,16,1,6
2021HU1235172,4,07512,6,18,1,6
2021HU1235412,1,07514,6,9,11,8
2021HU1235908,1,07508,6,15,1,6
2021HU1235908,2,07508,6,10,1,6
2021HU1235908,3,07508,6,17,1,6
2021HU1236660,1,07509,6,9,1,9
2021HU1236660,2,07509,6,18,1,2
2021HU1237288,1,07511,6,19,1,1
2021HU1237288,2,07511,6,17,1,1
2021HU1237288,3,07511,6,12,1,1
2021HU1237597,1,07510,6,18,1,1
2021HU1237841,1,07511,6,13,1,1
2021HU1237841,2,07511,6,11,1,9
2021HU1238142,1,07512,6,39,1,1
2021HU1238142,2,07512,6,32,1,1
2021HU1238142,3,07512,6,48,1,1
2021HU1238142,4,07512,6,29,1,1
2021HU1238142,5,07512,6,26,1,1
2021HU1239140,1,07514,6,17,1,1
2021HU1239140,2,07514,6,13,1,9
2021HU1239140,3,07514,6,37,1,1
